datum;temperatuur (C) [914096001];windsnelheid (m/s) [914096001];windrichting (graden) [914096001];relatieve vochtigheid  (%) [914096001];luchtdruk (hPa) [914096001]
2017-04-01T00:00:00;12.2;-;181;78;1012.2
2017-04-01T00:10:00;12.0;-;181;79;1012.2
2017-04-01T00:20:00;11.9;-;181;80;1012.2
2017-04-01T00:30:00;11.8;-;181;81;1012.2
2017-04-01T00:40:00;11.6;-;181;82;1012.2
2017-04-01T00:50:00;11.4;-;181;82;1012.2
2017-04-01T01:00:00;11.2;-;181;82;1012.2
2017-04-01T01:10:00;11.0;-;181;84;1012.1
2017-04-01T01:20:00;10.8;-;181;85;1012.0
2017-04-01T01:30:00;10.6;-;181;86;1011.8
2017-04-01T01:40:00;10.3;-;181;87;1011.8
2017-04-01T01:50:00;10.2;-;181;88;1011.8
2017-04-01T02:00:00;10.1;-;181;89;1011.7
2017-04-01T02:10:00;9.8;-;181;90;1011.7
2017-04-01T02:20:00;9.8;-;181;91;1011.6
2017-04-01T02:30:00;9.6;-;180;91;1011.5
2017-04-01T02:40:00;9.4;-;180;92;1011.4
2017-04-01T02:50:00;9.4;-;180;92;1011.3
2017-04-01T03:00:00;9.2;-;180;93;1011.3
2017-04-01T03:10:00;9.1;-;180;93;1011.3
2017-04-01T03:20:00;9.1;-;180;93;1011.2
2017-04-01T03:30:00;9.1;-;180;94;1011.2
2017-04-01T03:40:00;9.0;-;180;94;1011.0
2017-04-01T03:50:00;8.9;-;180;95;1011.0
2017-04-01T04:00:00;8.9;-;180;95;1010.9
2017-04-01T04:10:00;8.9;-;180;95;1011.0
2017-04-01T04:20:00;8.8;-;180;95;1010.9
2017-04-01T04:30:00;8.7;-;180;95;1010.8
2017-04-01T04:40:00;8.8;-;179;96;1010.8
2017-04-01T04:50:00;9.1;-;176;96;1010.6
2017-04-01T05:00:00;9.3;-;176;96;1010.5
2017-04-01T05:10:00;9.3;-;176;96;1010.4
2017-04-01T05:20:00;9.2;-;172;96;1010.4
2017-04-01T05:30:00;9.1;-;169;96;1010.3
2017-04-01T05:40:00;8.9;0.4;169;96;1010.3
2017-04-01T05:50:00;8.9;-;169;96;1010.3
2017-04-01T06:00:00;8.9;-;169;96;1010.2
2017-04-01T06:10:00;8.9;-;168;96;1010.2
2017-04-01T06:20:00;8.8;-;168;96;1010.2
2017-04-01T06:30:00;8.8;-;167;96;1010.2
2017-04-01T06:40:00;8.8;-;167;97;1010.1
2017-04-01T06:50:00;8.9;-;167;97;1010.1
2017-04-01T07:00:00;8.9;-;167;97;1010.0
2017-04-01T07:10:00;9.1;-;167;97;1010.0
2017-04-01T07:20:00;9.1;-;167;97;1010.0
2017-04-01T07:30:00;9.2;-;167;97;1009.9
2017-04-01T07:40:00;9.2;-;167;97;1010.0
2017-04-01T07:50:00;9.4;-;167;97;1010.0
2017-04-01T08:00:00;9.6;-;155;97;1010.0
2017-04-01T08:10:00;9.6;-;153;97;1009.9
2017-04-01T08:20:00;9.7;-;145;97;1010.0
2017-04-01T08:30:00;9.9;-;119;98;1010.1
2017-04-01T08:40:00;10.3;0.8;122;98;1010.2
2017-04-01T08:50:00;10.4;0.8;143;98;1010.3
2017-04-01T09:00:00;10.7;1.2;186;98;1010.3
2017-04-01T09:10:00;10.8;2.3;197;98;1010.3
2017-04-01T09:20:00;10.9;1.9;212;97;1010.5
2017-04-01T09:30:00;11.0;1.9;207;97;1010.6
2017-04-01T09:40:00;10.9;1.2;219;97;1010.6
2017-04-01T09:50:00;10.8;1.9;216;97;1010.7
2017-04-01T10:00:00;10.9;0.8;226;97;1010.7
2017-04-01T10:10:00;11.0;1.2;246;97;1010.7
2017-04-01T10:20:00;11.1;1.9;260;97;1010.6
2017-04-01T10:30:00;11.1;1.9;269;96;1010.7
2017-04-01T10:40:00;11.0;1.2;269;96;1010.8
2017-04-01T10:50:00;10.9;1.9;275;96;1010.8
2017-04-01T11:00:00;10.9;1.9;271;96;1010.9
2017-04-01T11:10:00;11.0;1.9;272;96;1010.8
2017-04-01T11:20:00;11.3;0.8;274;96;1011.0
2017-04-01T11:30:00;-;-;-;-;-
2017-04-01T11:40:00;-;-;-;-;-
2017-04-01T11:50:00;-;-;-;-;-
2017-04-01T12:00:00;11.7;1.2;244;94;1011.3
2017-04-01T12:10:00;11.6;1.9;240;92;1011.4
2017-04-01T12:20:00;11.6;0.8;247;92;1011.4
2017-04-01T12:30:00;11.7;0.4;259;92;1011.4
2017-04-01T12:40:00;11.8;0.4;243;92;1011.4
2017-04-01T12:50:00;11.9;-;218;92;1011.3
2017-04-01T13:00:00;12.2;0.8;222;92;1011.3
2017-04-01T13:10:00;12.6;0.8;249;90;1011.3
2017-04-01T13:20:00;12.9;-;253;88;1011.3
2017-04-01T13:30:00;13.0;-;258;86;1011.3
2017-04-01T13:40:00;13.3;0.8;253;85;1011.4
2017-04-01T13:50:00;13.5;1.9;263;82;1011.6
2017-04-01T14:00:00;13.3;-;245;81;1011.6
2017-04-01T14:10:00;13.3;1.9;252;82;1011.7
2017-04-01T14:20:00;13.4;0.8;258;81;1011.8
2017-04-01T14:30:00;13.2;2.3;256;81;1011.8
2017-04-01T14:40:00;13.2;1.9;263;80;1011.7
2017-04-01T14:50:00;13.3;2.3;261;79;1011.7
2017-04-01T15:00:00;13.7;1.2;261;77;1011.4
2017-04-01T15:10:00;13.7;0.8;263;76;1011.4
2017-04-01T15:20:00;13.9;0.8;255;74;1011.4
2017-04-01T15:30:00;14.1;-;250;73;1011.4
2017-04-01T15:40:00;14.1;-;272;73;1011.3
2017-04-01T15:50:00;13.9;-;311;73;1011.3
2017-04-01T16:00:00;13.9;-;312;73;1011.3
2017-04-01T16:10:00;13.9;-;257;73;1011.3
2017-04-01T16:20:00;13.8;-;261;72;1011.3
2017-04-01T16:30:00;13.8;-;261;73;1011.3
2017-04-01T16:40:00;13.9;-;262;72;1011.3
2017-04-01T16:50:00;13.9;-;264;73;1011.3
2017-04-01T17:00:00;14.1;-;277;73;1011.3
2017-04-01T17:10:00;13.9;-;316;73;1011.3
2017-04-01T17:20:00;13.9;-;305;73;1011.3
2017-04-01T17:30:00;13.8;0.8;318;73;1011.3
2017-04-01T17:40:00;13.8;-;326;73;1011.3
2017-04-01T17:50:00;13.7;0.4;327;74;1011.4
2017-04-01T18:00:00;13.7;0.4;327;73;1011.4
2017-04-01T18:10:00;13.7;-;327;74;1011.4
2017-04-01T18:20:00;13.6;-;327;73;1011.4
2017-04-01T18:30:00;13.5;-;327;74;1011.5
2017-04-01T18:40:00;13.4;-;327;75;1011.8
2017-04-01T18:50:00;13.4;-;327;74;1011.8
2017-04-01T19:00:00;13.3;-;327;75;1011.8
2017-04-01T19:10:00;13.3;-;327;76;1011.8
2017-04-01T19:20:00;13.2;-;327;76;1011.9
