datum;temperatuur (C) [944506001];windsnelheid (m/s) [944506001];windrichting (graden) [944506001];relatieve vochtigheid  (%) [944506001];luchtdruk (hPa) [944506001]
2017-04-01T00:00:00;12.3;-;307;79;1012.5
2017-04-01T00:10:00;12.1;-;307;79;1012.5
2017-04-01T00:20:00;11.9;-;307;80;1012.5
2017-04-01T00:30:00;11.8;-;307;80;1012.5
2017-04-01T00:40:00;11.6;-;307;81;1012.5
2017-04-01T00:50:00;11.5;-;307;81;1012.5
2017-04-01T01:00:00;11.3;-;307;82;1012.5
2017-04-01T01:10:00;11.2;-;307;82;1012.5
2017-04-01T01:20:00;11.0;-;307;83;1012.2
2017-04-01T01:30:00;10.8;-;307;82;1012.2
2017-04-01T01:40:00;10.7;-;307;84;1012.2
2017-04-01T01:50:00;10.6;-;307;84;1012.2
2017-04-01T02:00:00;10.4;-;307;84;1012.2
2017-04-01T02:10:00;-;-;-;-;-
2017-04-01T02:20:00;10.2;-;307;84;1012.2
2017-04-01T02:30:00;10.1;-;307;84;1011.8
2017-04-01T02:40:00;10.0;-;307;85;1011.8
2017-04-01T02:50:00;9.9;-;307;86;1011.8
2017-04-01T03:00:00;-;-;-;-;-
2017-04-01T03:10:00;9.8;-;307;88;1011.8
2017-04-01T03:20:00;9.7;-;307;88;1011.8
2017-04-01T03:30:00;9.7;-;307;89;1011.5
2017-04-01T03:40:00;9.6;-;307;89;1011.5
2017-04-01T03:50:00;9.6;-;307;89;1011.5
2017-04-01T04:00:00;9.6;-;308;90;1011.5
2017-04-01T04:10:00;9.5;-;308;90;1011.5
2017-04-01T04:20:00;9.6;0.3;142;91;1011.5
2017-04-01T04:30:00;9.6;-;94;91;1011.2
2017-04-01T04:40:00;9.7;0.3;110;92;1011.2
2017-04-01T04:50:00;9.7;-;121;92;1010.8
2017-04-01T05:00:00;9.7;-;121;92;1010.8
2017-04-01T05:10:00;9.6;-;121;92;1010.8
2017-04-01T05:20:00;9.6;-;79;92;1010.8
2017-04-01T05:30:00;9.6;-;132;93;1010.8
2017-04-01T05:40:00;9.6;0.3;120;93;1010.8
2017-04-01T05:50:00;9.6;-;121;93;1010.8
2017-04-01T06:00:00;9.6;0.3;128;93;1010.8
2017-04-01T06:10:00;9.6;-;128;93;1010.8
2017-04-01T06:20:00;9.6;-;130;93;1010.8
2017-04-01T06:30:00;9.6;-;109;93;1010.8
2017-04-01T06:40:00;9.6;-;146;93;1010.5
2017-04-01T06:50:00;9.6;-;141;93;1010.5
2017-04-01T07:00:00;9.6;0.3;78;93;1010.5
2017-04-01T07:10:00;9.7;0.3;103;94;1010.5
2017-04-01T07:20:00;9.8;0.3;80;94;1010.5
2017-04-01T07:30:00;9.8;0.3;126;94;1010.5
2017-04-01T07:40:00;9.8;0.3;143;94;1010.5
2017-04-01T07:50:00;9.8;-;117;94;1010.5
2017-04-01T08:00:00;9.9;0.3;117;94;1010.5
2017-04-01T08:10:00;9.9;0.8;111;94;1010.5
2017-04-01T08:20:00;10.1;0.8;126;94;1010.5
2017-04-01T08:30:00;10.2;0.3;114;94;1010.5
2017-04-01T08:40:00;10.3;-;112;95;1010.8
2017-04-01T08:50:00;10.4;-;173;95;1010.8
2017-04-01T09:00:00;10.7;0.3;135;95;1010.8
2017-04-01T09:10:00;10.8;0.8;53;95;1010.8
2017-04-01T09:20:00;11.0;0.3;107;94;1010.8
2017-04-01T09:30:00;11.1;0.8;88;94;1010.8
2017-04-01T09:40:00;11.1;0.3;79;94;1010.8
2017-04-01T09:50:00;11.1;0.3;64;93;1011.2
2017-04-01T10:00:00;11.1;-;19;93;1011.2
2017-04-01T10:10:00;11.2;0.3;318;93;1010.8
2017-04-01T10:20:00;11.3;0.3;296;94;1010.8
2017-04-01T10:30:00;11.3;0.3;292;94;1011.2
2017-04-01T10:40:00;11.2;0.8;317;93;1011.2
2017-04-01T10:50:00;11.2;0.3;309;93;1011.2
2017-04-01T11:00:00;11.3;-;309;93;1011.5
2017-04-01T11:10:00;11.4;0.3;293;93;1011.5
2017-04-01T11:20:00;11.6;0.3;282;93;1011.5
2017-04-01T11:30:00;-;-;-;-;-
2017-04-01T11:40:00;-;-;-;-;-
2017-04-01T11:50:00;-;-;-;-;-
2017-04-01T12:00:00;11.9;0.3;261;92;1011.8
2017-04-01T12:10:00;11.9;0.8;301;91;1011.8
2017-04-01T12:20:00;11.9;0.3;90;90;1011.8
2017-04-01T12:30:00;12.0;-;54;90;1011.8
2017-04-01T12:40:00;12.1;0.3;314;89;1011.8
2017-04-01T12:50:00;12.2;-;323;89;1011.8
2017-04-01T13:00:00;12.4;0.3;264;89;1011.5
2017-04-01T13:10:00;12.8;0.3;111;88;1011.5
2017-04-01T13:20:00;13.3;-;112;86;1011.5
2017-04-01T13:30:00;13.8;0.3;63;84;1011.8
2017-04-01T13:40:00;13.7;0.8;114;81;1011.8
2017-04-01T13:50:00;13.6;0.8;65;79;1011.8
2017-04-01T14:00:00;13.6;0.3;99;79;1011.8
2017-04-01T14:10:00;13.7;0.3;74;79;1011.8
2017-04-01T14:20:00;13.7;0.3;330;80;1011.8
2017-04-01T14:30:00;13.7;0.3;272;78;1011.8
2017-04-01T14:40:00;13.7;0.3;91;78;1011.8
2017-04-01T14:50:00;13.7;0.3;311;77;1011.8
2017-04-01T15:00:00;13.9;0.3;342;77;1011.8
2017-04-01T15:10:00;14.2;0.8;269;76;1011.8
2017-04-01T15:20:00;14.2;1.1;315;75;1011.8
2017-04-01T15:30:00;14.2;0.8;301;75;1011.8
